Name,Age,Potential,Position,Overall
N. Fllkrug,25,79,RS,78
F. Fajr,29,78,RCM,78
R. Jim‚nez,27,79,RS,78
E. Sala,27,78,ST,78
S. Garc¡a,27,78,ST,78
S. Arias,26,81,RB,78
B. Reynet,27,80,GK,78
Pozuelo,26,79,CAM,78
A. Trebel,27,79,CM,78
J. Lascelles,24,83,RCB,78
T. Kongolo,24,83,LCB,78
A. Carrillo,27,78,RM,78
?lvaro,28,79,RCB,78
G. Defrel,27,78,LS,78
Fernando,26,81,CDM,78
V. Darida,27,78,CM,78
R. Saponara,26,80,CAM,78
Pedro Mendes,27,80,RCB,78
C. Schindler,28,80,CB,78
N. Chadli,28,78,LM,78
Arbilla,31,78,CB,78
L. Dunk,26,81,LCB,78
P. Hern ndez,31,78,CM,78
J. Guidetti,26,81,LS,78
Sergi G¢mez,26,83,LCB,78
Oriol Romeu,26,80,CDM,78
Lucas P‚rez,29,78,ST,78
B. Natcho,30,78,CM,78
Cl udio Ramos,26,82,GK,78
F. Lejeune,27,80,CB,78
G. Krychowiak,28,79,LCM,78
N. Lodeiro,29,78,CAM,78
O. ™zyakup,25,81,RDM,78
C. T‚vez,34,78,CAM,78
K. Papadopoulos,26,80,CB,78
M. Gradel,30,78,LW,78
M. Debuchy,32,78,RB,78
V. Moses,27,78,RW,78
Z. Junuzovi?,30,78,CM,78
Granero,30,78,LCM,78
J. Baumgartlinger,30,78,CDM,78
F bio Coentr?o,30,78,RW,78
B. Costil,30,78,GK,78
Hilton,40,78,CB,78
N. Gudelj,26,80,CDM,78
L. Pratto,30,78,LS,78
E. Hern ndez,30,78,LM,78
Jurado,32,78,LCM,78
R. Cabella,28,78,CAM,78
Rafael Tol¢i,27,80,RCB,78
C. Bravo,35,78,GK,78
Hernanes,33,78,RDM,78
K. Honda,32,78,RM,78
A. Dzyuba,29,78,ST,78
J. Holebas,34,78,LB,78
Javi Garc¡a,31,78,CDM,78
Sergio,31,78,GK,78
M. C ceres,31,78,LCB,78
Daniel Carri‡o,29,78,CB,78
J. Cork,29,78,RCM,78
J. Tomkins,29,79,RCB,78
Guilherme,32,78,GK,78
Gervinho,31,78,RW,78
J. Shelvey,26,80,CM,78
R. Eremenko,31,78,CAM,78
R. Vormer,30,78,RCM,78
J. Lens,30,78,LM,78
Adriano,33,78,LB,78
S. Cook,27,78,RCB,78
L. Podolski,33,78,RF,78
C. Ansaldi,31,78,LM,78
Manu Garc¡a,32,78,LCM,78
R. Alessandrini,29,78,RM,78
J. Ward-Prowse,23,82,RM,77
M. Harnik,31,77,ST,77
B. Moukandjo,29,77,CAM,77
G. Pereiro,23,82,RM,77
G. Castro,31,77,CM,77
Aar¢n Mart¡n,21,85,LB,77
F. Johnson,30,77,LM,77
L. L¢pez,28,77,CB,77
M. Dossevi,30,77,RM,77
Caiuby,29,77,LM,77
Gabriel,24,81,CM,77
Iv n Ramis,33,77,LCB,77
M. Such?,30,77,CB,77
T. Vilhena,23,81,CM,77
E. €olak,27,77,CAM,77
V. Germain,28,77,ST,77
G. Hoarau,34,77,LS,77
Sergio Garc¡a,35,77,LW,77
E. Choupo-Moting,29,77,ST,77
J. Pinola,35,77,LCB,77
J. Hendrix,23,82,LCM,77
J. Izquierdo,25,78,LM,77
S. Sydorchuk,27,78,CM,77
C. Grenier,27,78,LDM,77
T. Strobl,28,77,CDM,77
V. Odjidja-Ofoe,29,77,CM,77
N. Guzm n,32,77,GK,77
F. Fabra,27,78,LB,77
J. Maddison,21,85,CAM,77
K. El Ahmadi,33,77,RDM,77
M. Carcela-Gonz lez,29,77,RM,77
M. Gabbiadini,26,78,ST,77
Gomes,37,77,GK,77
M. Ritchie,28,77,RM,77
G. Bou,28,77,ST,77
Javi Fuego,34,77,CDM,77
E. Akbaba,25,80,CAM,77
J. Amavi,24,82,LB,77
R. Malinovskyi,25,81,RCM,77
D. Welbeck,27,77,LW,77
G. Conti,23,83,CB,77
Bruno,28,78,CB,77
Garry Rodrigues,27,77,LM,77
A. Schwolow,26,78,GK,77
L. Cook,21,84,CM,77
P. P‚rez,32,77,CM,77
Gazzolisco,30,77,LB,77
Jonatan Soriano,32,77,ST,77
Rub‚n Pe¤a,26,78,RB,77
Mikel San Jos‚,29,77,CM,77
P. Groá,27,78,CAM,77
L. Baines,33,77,LB,77
A. Ogbonna,30,77,CB,77
Juan Jesus,27,77,CB,77
J. Mart¡nez,31,77,ST,77
N. Elvedi,21,84,RCB,77
G. Moreno,32,77,CAM,77
J. Valdivia,34,77,CAM,77
A. Carroll,29,77,ST,77
Lu¡s Neto,30,77,CB,77
A. Pyatov,34,77,GK,77
T. Guti‚rrez,33,77,ST,77
?lex Remiro,23,83,GK,77
Wilson Eduardo,27,77,RS,77
Jorge Mer‚,21,83,CB,77
M. Elneny,25,79,RDM,77
D. Torres,28,77,CDM,77
Y. Bounou,27,80,GK,77
A. Prijovi?,28,77,ST,77
A. Jahanbakhsh,24,80,RM,77
J. Calleri,24,82,LS,77
Sim?o Acunha,30,77,CAM,77
N. Mller,30,77,RM,77
L. Ocampos,23,82,LM,77
J. Rodriguez,28,77,RS,77
V. Ibi?evi?,33,77,LS,77
S. Rond¢n,28,77,RS,77
Victor S nchez,30,77,CDM,77
D. Su rez,30,77,RB,77
K. Huntelaar,34,77,ST,77
L. Dubois,23,84,RB,77
Andr‚ Pinto,28,77,CB,77
K. Lala,26,78,RWB,77
O. K?vrak,30,77,GK,77
A. Bertolacci,27,77,CM,77
E. Giaccherini,33,77,LW,77
A. ?ivkovi?,21,84,LW,77
R. ?bila,28,77,ST,77
P. Diop,32,77,RCM,77
D. Garmash,28,77,CM,77
T. Chandler,28,77,RB,77
R. Klavan,32,77,CB,77
A. Miranchuk,22,82,CAM,77
D. Da Silva,30,77,RCB,77
D. Benaglio,34,77,GK,77
T. Rinc¢n,30,77,CM,77
M. Pereira,34,77,RB,77
C. Borges,30,77,LDM,77
J. Sand,37,77,ST,77
Markel Bergara,32,77,CDM,77
V gner Love,34,77,ST,77
B. Bourigeaud,24,81,LM,77
R. Soriano,27,77,RCM,77
D. Kuzyaev,25,80,RM,77
R. Sambueza,34,77,RM,77
Montoya,27,78,RB,77
A. Poli,28,77,RCM,77
C. Austin,28,77,LS,77
L. Tonelli,28,79,CB,77
M. Z rate,31,77,ST,77
J. Sancho,18,89,RM,77
D. Basta,33,77,RB,77
Mar‡al,29,77,LB,77
Munir,22,83,ST,77
G. Sio,29,77,ST,77
J. McCarthy,27,77,CDM,77
J. Aquino,28,77,LM,77
H. P‚rez,29,77,RM,77
J“,31,77,ST,77
R. Gurtner,31,77,GK,77
C. S nchez,32,77,CDM,77
M. Sissoko,28,77,CM,77
W. Anton,21,84,RCB,77
E. Skhiri,23,81,RCM,77
R£ben Vezo,24,83,CB,77
Jorge Molina,36,77,RS,77
M. Hasebe,34,77,CB,77
A. Schrrle,27,77,RM,77
O. Ighalo,29,77,ST,77
L. Acosta,30,77,RS,77
V. Babacan,29,78,GK,77
R. Aguilar,25,81,RWB,77
Yeray,23,83,RCB,77
J. Defoe,35,77,ST,77
L. Sch?ne,32,77,RCM,77
C. šnder,20,87,LM,77
M. Dabbur,26,80,RS,77
Roberto,32,77,GK,77
Djaniny,27,78,ST,77
Wallace,23,82,RCB,77
Pedro Obiang,26,80,LCM,77
D. Heintz,24,79,LCB,77
N. Mukiele,20,86,RB,77
T. Vermaelen,32,77,CB,77
I. Abate,31,77,RB,77
Diego Llorente,24,83,RCB,77
C. Wood,26,78,ST,77
Formosandrinho,26,77,RS,77
E. Pulgar,24,82,CDM,77
V. Vasin,29,77,CB,77
V. Grifo,25,79,LM,77
A. Turan,31,77,CM,77
J. dos Santos,28,77,LCM,77
D. Schwaab,29,77,RCB,77
M. Schmelzer,30,77,LB,77
L. Spinazzola,25,80,LM,77
A. Dragovi?,27,77,CB,77
D. Pr”pper,26,78,CM,77
R. Inglese,26,78,ST,77
A. Marches¡n,30,77,GK,77
R. De Paul,24,83,LW,77
C. Gentner,32,77,RCM,77
G. Murray,34,77,ST,77
Rafael Carioca,29,77,RDM,77
A. McCarthy,28,78,GK,77
L. Chichizola,28,78,GK,77
D. Zakaria,21,85,CM,77
G. Dzhikiya,24,83,CB,77
N. Castillo,25,82,ST,77
D. Origi,23,82,ST,77
O. Yoku?lu,24,83,LDM,77
D. Cheryshev,27,77,LM,77
D. Selke,23,83,RS,77
Wendell,24,80,LB,77
M. Lay£n,30,77,RCM,77
Y. Sabaly,25,80,RB,77
P. Cutrone,20,89,RS,77
F. Marchetti,35,77,GK,77
W. Cyprien,23,84,LCM,77
G. Paletta,32,77,RCB,77
F. Caicedo,29,77,ST,77
Jordi Masip,29,77,GK,77
B. Espinosa,28,77,CB,77
M. Benassi,23,82,RCM,77
P. Jagielka,35,77,CB,77
J. Kucka,31,77,CM,77
R. Brady,26,78,LWB,77
A. Szymanowski,29,77,LM,77
W. Reid,29,77,CB,77
C‚dric,26,78,RB,77
R. Civelli,34,77,RCB,77
R. Loftus-Cheek,22,85,CM,77
S. De Maio,31,77,CB,77
S. Brown,33,77,CDM,77
A. Mitrovi?,23,82,ST,77
P. Skjelbred,31,77,CDM,77
D. Cvitanich,34,77,ST,77
K. Lasagna,25,80,ST,77
R. Palacio,36,77,RS,77
M. Wolf,23,82,RM,77
E. Gigliotti,31,77,ST,77
N. J?rgensen,27,78,ST,77
Laguardia,28,78,RCB,77
J. Lukaku,23,81,LM,77
J. Augustin,21,85,ST,77
M. Diakhaby,21,84,CB,77
Douglas,35,77,GK,77
N. Pej?inovi?,30,77,CB,77
D. van de Beek,21,83,CAM,77
Borja Iglesias,25,82,ST,77
G. Shibasaki,26,80,LM,77
W. Hughes,23,84,RM,77
S. Boufal,24,80,LM,77
T. Kehrer,21,84,RB,77
M. Lang,27,78,RB,77
E. Guti‚rrez,23,85,LCM,77
D. Upamecano,19,88,LCB,77
Jefferson,29,77,LB,77
W. Ben¡tez,25,81,GK,77
E. Bardhi,22,83,LCM,77
K. Mbodji,28,77,CB,77
B. Sarr,26,79,RB,77
F. Ferreyra,27,78,ST,77
Danilo,34,77,CB,77
A. Ayew,28,77,RM,77
K. Mitroglou,30,77,ST,77
J. Villar,41,77,GK,77
P. Herrmann,27,77,RM,77
D. da Costa,24,79,RM,77
V. Fischer,24,82,LM,77
Wesley,21,85,LS,77
D. Ginczek,27,78,RS,77
F. Kosti?,25,78,LM,77
R. Fraser,24,81,LM,77
Cote,28,77,LB,77
H. Winks,22,85,CM,77
K. Mbabu,23,83,RB,77
M. Hinteregger,25,80,LCB,77
L. Acosta,24,79,CAM,77
Sidcley,25,80,LM,77
M. J?rgensen,28,79,CB,77
M. Fabi n,28,77,CAM,77
Carlos Eduardo,28,77,CAM,77
Rub‚n Castro,37,77,ST,77
L. Augustinsson,24,82,LB,77
S. Aziz,27,79,RCB,77
G. Ochoa,32,77,GK,77
P. Hetemaj,31,77,CM,77
Andr‚ Andr‚,28,77,LCM,77
Vin¡cius J£nior,17,92,LW,77
B. D?emaili,32,77,LCM,77
Juanpe,27,78,LCB,77
K. Fortounis,25,80,CAM,77
M. Vorm,34,77,GK,77
B. Oczipka,29,77,LWB,77
R. Bentancur,21,89,RCM,77
T. Hern ndez,20,85,LB,77
M. Lowton,29,77,RB,77
I. Diop,21,86,LCB,77
B. Andr‚,27,77,RDM,77
C. Piccini,25,80,RB,77
Paulinho,25,79,LS,77
A. Diawara,20,87,CM,77
Yuri Berchiche,28,77,LB,77
Jos‚ S ,25,82,GK,77
F. Kamano,22,82,LW,77
F. Cartabia,25,80,RM,77
E. šnal,21,83,ST,77
I. Radovanovi?,29,77,CM,77
Renan Ribeiro,28,78,GK,77
Jony,26,77,LM,77
D. Buonanotte,30,77,CAM,77
Tom s Pina,30,77,RCM,77
N. Pallois,30,77,LCB,77
D. Latza,28,77,LCM,77
F. Belluschi,34,77,CAM,77
O. Abdulrahman,26,78,CAM,77
O. Trejo,30,77,RCM,77
N. Barella,21,89,RCM,77
Angeli¤o,21,83,LB,77
Vieirundinho,30,77,RCB,77
F. Orellana,32,77,RM,77
F. Grillitsch,22,82,CM,77
C. Ort¡z,29,77,LCM,77
Bruno Viana,23,83,RCB,77
J. Maidana,32,77,RCB,77
R. Funes Mori,27,78,LCB,77
D. Kohr,24,81,RDM,77
F. Higua¡n,33,77,CAM,77
A. Bar k,23,84,CM,77
F. Andone,25,81,ST,77
Adri n,30,77,ST,77
G. Gonz lez,30,77,RCB,77
Ot vio,24,82,CDM,77
D. Janmaat,28,77,RB,77
R. Funes Mori,27,78,ST,77
P. Schick,22,86,ST,77
Aleix Vidal,28,77,RB,77
A. Sch”pf,24,82,RM,77
W. Boly,27,80,LCB,77
Alberto Moreno,25,79,LB,77
C. Villanueva,32,77,CAM,77
M. Weiser,24,82,RB,77
G. Escalante,25,82,CDM,77
M. Holgate,21,82,CB,76
J. Hopf,31,76,GK,76
D. Zurutuza,31,76,LDM,76
Juanmi,25,79,LM,76
K. Gibbs,28,76,LWB,76
F. Fern ndez,29,76,LCB,76
L. Kalini?,28,78,GK,76
N. Radoja,25,81,CM,76
N. Blandi,28,76,ST,76
David Junc…,24,81,LB,76
Wu Lei,26,77,RW,76
Gabriel Boschilia,22,82,RW,76
Iuri Medeiros,23,79,RM,76
M. Phillips,27,76,RM,76
Iv n Cu‚llar,34,76,GK,76
J. L”ssl,29,76,GK,76
Mario Su rez,31,76,LCM,76
W. Bony,29,76,ST,76
S. Doumbia,30,76,ST,76
D. Reyes,25,80,RCB,76
Bernat,25,77,LB,76
V. Behrami,33,76,CM,76
S. Langkamp,30,76,CB,76
J. Sosa,33,76,LDM,76
A. Tour‚,24,79,LCM,76
Jes‚,25,79,LM,76
D. Ings,25,78,RS,76
M. Esser,30,76,GK,76
F. Acheampong,24,81,ST,76
R. Knoche,26,79,RCB,76
O. Vlachodimos,24,83,GK,76
J. Denayer,23,83,LCB,76
S. Rode,27,77,CDM,76
Wendel,20,86,RCM,76
A. Nagy,23,83,CDM,76
Alfa Semedo,20,85,CDM,76
A. Barnes,28,76,ST,76
Alan Kardec,29,76,ST,76
Marcelo,28,76,CB,76
E. Boateng,22,82,ST,76
Dalbert,24,80,LB,76
A. Halilovi?,22,83,RM,76
I. Popov,30,76,ST,76
T. Cleverley,28,76,CM,76
M. Livaja,24,80,CAM,76
M. Uribe,27,77,RCM,76
P. Bargfrede,29,76,CDM,76
J. Jankto,22,85,RM,76
Junior Firpo,21,81,LM,76
D. D'Ambrosio,29,76,LB,76
D. Boyko,30,76,GK,76
M. D¡az,31,76,CDM,76
S. Vokes,28,76,ST,76
H‚ldon,29,76,LM,76
Mario Hermoso,23,84,LCB,76
F. Bartels,31,76,RM,76
K. Malcuit,26,77,RB,76
R. Marin,22,82,CM,76
Ayoze P‚rez,24,81,CF,76
J£nior Moraes,31,76,ST,76
V. Berisha,25,79,LM,76
R. Freuler,26,77,RDM,76
Ganso,28,76,CAM,76
Vicente G¢mez,29,76,LCM,76
M. Pa?ali?,23,83,RCM,76
Vitor Hugo,27,78,LCB,76
B. Fornaroli,30,76,ST,76
R. Snodgrass,30,76,RM,76
Francisco Geraldes,23,83,CAM,76
I. Ordets,25,81,CB,76
D. Santon,27,76,LB,76
M. Niang,23,81,LW,76
O. Wendt,32,76,LB,76
C. Riveros,35,76,CAM,76
F. Benkovi?,20,85,LCB,76
M. Torres,33,76,CAM,76
M. Noble,31,76,RCM,76
M. Rashica,22,83,RW,76
C. Benteke,27,76,ST,76
R“mulo,31,76,RM,76
D. Pab¢n,30,76,RW,76
Embarba,26,77,RM,76
C. Kerbrat,31,76,RCB,76
L. Teodorczyk,27,77,ST,76
Alexo Baia,30,76,RB,76
David Seijalbo,34,76,RDM,76
N. N ndez,22,85,RCM,76
L. Rupp,27,76,CM,76
Jordi Amat,26,80,LCB,76
W. Caballero,36,76,GK,76
F. Di Francesco,24,79,LW,76
O. El Kaddouri,27,76,CAM,76
T. Rogi?,25,79,CAM,76
G. T”re,26,77,RM,76
M. Destro,27,76,ST,76
Josu‚,27,76,CAM,76
A. Bizzarri,40,76,GK,76
Ki Sung Yueng,29,76,LCM,76
H. Onyekuru,21,86,ST,76
N. P‚p‚,23,84,RM,76
Matheus Pereira,22,83,RM,76
Y. Salibur,27,76,RM,76
E. Vargas,28,76,CAM,76
L. Magall n,24,83,CB,76
Danny,34,76,CAM,76
C. H‚relle,25,80,RCB,76
E. Mangala,27,78,CB,76
O. Seln‘s,23,80,RDM,76
V¡ctor V zquez,31,76,CAM,76
Diego Mari¤o,28,77,GK,76
Carles Planas,27,77,LB,76
G. Fern ndez,26,77,CAM,76
Soldado,33,76,ST,76
A. Ekdal,28,76,LCM,76
Gedson Fernandes,19,86,RCM,76
M. Darmian,28,76,LB,76
N. Chalobah,23,81,CDM,76
R. Pizarro,24,82,RCM,76
Andr‚ Sim?es,28,76,CM,76
S. Tshabalala,33,76,LM,76
L. Rossettini,33,76,LCB,76
F. Viviani,26,79,CM,76
M. de Roon,27,76,RDM,76
Rub‚n Duarte,22,81,LB,76
Y. ?sako,28,76,CF,76
Gil,31,76,LCB,76
A. Ruiz,24,79,CF,76
P. van Aanholt,27,76,LB,76
S. Me‹t‚,24,79,LCM,76
K. Dolberg,20,85,ST,76
Juli Freitinho,30,76,RCB,76
L. Vietto,24,80,ST,76
A. Izzo,26,81,RCB,76
A. Paloschi,28,76,ST,76
G. G”nl,33,76,RB,76
Llorente,33,76,ST,76
J. Morel,34,76,CB,76
G. Kakuta,27,76,LM,76
Jo?o Pedro,26,79,LS,76
S. Garc¡a,29,76,LB,76
Eltildo Correia,26,76,RCB,76
Kenedy,22,84,LM,76
M. Moralez,31,76,LCM,76
N. Vuk?evi?,26,79,CDM,76
F. Borini,27,76,LW,76
I. Sarr,20,87,RM,76
C. Clark,28,77,CB,76
Mata,29,76,LS,76
M. Albrighton,28,76,RM,76
A. Gray,27,77,ST,76
F. Guar¡n,32,76,LDM,76
Yoel,29,76,GK,76
J. Cuadrado,33,76,GK,76
S. Widmer,25,78,RB,76
B. Dzsudzs k,31,76,RW,76
P. Mantalos,26,77,RM,76
S. Proto,35,76,GK,76
A. Mehmedi,27,76,CAM,76
Pablo,27,77,LCB,76
I. Slimani,30,76,ST,76
C. Erkin,29,76,LB,76
D. Chygrynskyi,31,76,LCB,76
Beto,36,76,GK,76
A. Samaris,29,76,CDM,76
G. Lapadula,28,76,ST,76
Dˆnildo Stein,30,76,ST,76
S. Padt,28,78,GK,76
S. Ta‹der,26,76,LCM,76
F. Klaus,25,77,RM,76
H. Nordtveit,28,77,RCB,76
L. Zuffi,28,77,CAM,76
Emilio Piod?o,26,76,RDM,76
S. Zuber,26,77,LM,76
J. Palomino,28,78,CB,76
Y. Mut?,25,79,ST,76
J. Altidore,28,76,ST,76
M. Barbosa,33,76,GK,76
G. Laborde,24,81,RS,76
P. Baysse,30,76,RCB,76
Eric Botteghin,30,76,RCB,76
Iv n Alejo,23,81,RM,76
S. Blanco,30,76,LF,76
Thiago Mendes,26,79,RDM,76
D. Brosinski,29,76,RB,76
T. Monconduit,27,78,RDM,76
Andr‚s Fern ndez,31,76,GK,76
Eraso,28,76,CAM,76
S. Hanni,27,77,LW,76
M. Konat‚,25,80,ST,76
C. Th‚r‚au,35,76,LW,76
A. Donatti,31,76,LCB,76
T. Jedvaj,22,83,LB,76
Pedro Henrique,25,81,LCB,76
J. Briand,32,76,ST,76
F. Lustenberger,30,76,RCB,76
J. Ayew,26,76,ST,76
S. Sanogo,29,76,LCM,76
R. Thomas,30,76,LCB,76
Rafael Cachoira,30,76,RCB,76
N. Sansone,26,77,ST,76
E. Bi?ak?i?,28,76,LCB,76
J. Veltman,26,77,RB,76
A. Knockaert,26,76,RM,76
Douglas Santos,24,80,LB,76
S. Bocchetti,31,76,LCB,76
M. Demb‚l‚,21,85,ST,76
E. Valencia,28,76,ST,76
F. Mollet,26,77,CAM,76
D. Dumfries,22,81,RB,76
Koo Ja Cheol,29,76,CAM,76
A. Petagna,23,81,RS,76
De Tom s,23,83,ST,76
E. Balanta,25,82,LCB,76
T. Koubek,25,79,GK,76
J. Allen,28,76,RDM,76
Alan Carvalho,28,76,ST,76
S. Ristovski,26,77,RB,76
Maic¢n,28,76,RM,76
D. Quintero,30,76,CAM,76
P. H?jbjerg,22,81,RCM,76
I. Santini,29,76,ST,76
Vieirinha,32,76,LB,76
M. Boselli,33,76,ST,76
L. Antonelli,31,76,LB,76
B. Embolo,21,86,ST,76
V. Eysseric,26,77,LW,76
C. Salcedo,24,80,RCB,76
A. Ranocchia,30,76,CB,76
L. Unnerstall,27,78,GK,76
T. Baumgartl,22,81,RCB,76
F. Bustos,22,83,RB,76
P. Jansson,27,78,RCB,76
W. Vainqueur,29,76,CDM,76
S. Kverkvelia,26,80,CB,76
Rub‚n Blanco,22,83,GK,76
P. Aguilar,31,76,RCB,76
A. Ndiaye Diedhiou,21,85,LM,76
Rafinha,32,76,RB,76
D. Limbersk?,34,76,LB,76
G. Cabral,32,76,CB,76
J. De Guzm n,30,76,RCM,76
S. Terodde,30,76,LS,76
J. Fernandes,29,76,LM,76
Kiko Femen¡a,27,77,RB,76
Recio,27,79,CM,76
A. Samedov,33,76,RW,76
A. Smith,27,76,RB,76
Maur¡cio,29,76,LDM,76
D. Stephens,29,76,RCM,76
Miguel Lopes,31,76,RB,76
I. Belfodil,26,78,ST,76
J. Campbell,26,77,LF,76
Marc Roca,21,87,CDM,76
M. Veljkovi?,22,83,RCB,76
J. Willems,24,79,LB,76
A. Lennon,31,76,RM,76
F. Forster,30,77,GK,76
J£nior Cai‡ara,29,76,RB,76
C. Biraghi,25,78,LB,76
Aritz Elustondo,24,80,CB,76
Fred An¡b?o,26,76,GK,76
O. Romero,25,77,RM,76
Nelsildo Reis,30,76,GK,76
V. Koziello,22,82,CM,76
A. Cresswell,28,76,LB,76
Alex Berenguer,22,81,LM,76
C. Davies,33,76,CB,76
C. Kouyat‚,28,76,LCM,76
Y. Kobayashi,30,76,ST,76
Camarasa,24,83,RM,76
J. Martin,28,76,LCM,76
J. Grealish,22,84,LCM,76
D. Pelkas,24,79,LM,76
J. Montero,28,76,LM,76
J. Forrest,26,76,RM,76
Varela,30,76,LCB,76
M. Antenucci,33,76,LS,76
R. Durmisi,24,81,LB,76
P. Schwegler,31,76,CDM,76
A. Hunt,31,76,RCM,76
Aday Ben¡tez,30,76,LWB,76
K. Tierney,21,86,LB,76
Jaume,27,78,GK,76
S. Gigot,24,81,RCB,76
I. Brizuela,27,76,RM,76
A. Souquet,26,77,RB,76
A. Delort,26,77,LS,76
P. Zabaleta,33,76,RB,76
Andeson Trigo,30,76,LB,76
J. Gnagnon,21,83,CB,76
Mosquera,30,76,CDM,76
I. Bebou,24,81,RM,76
R. Morrison,25,79,CAM,76
L. Christodoulopoulos,31,76,RM,76
J. McArthur,30,76,RM,76
R. Olsen,28,76,GK,76
W. Hoedt,24,80,LCB,76
R. Holding,22,83,CB,76
F. Montero,30,76,ST,76
N. Sliti,25,77,RM,76
J. V zquez,30,76,LCM,76
Rodrigo Ely,24,80,CB,76
M. Ben¡tez,24,80,CAM,76
Y. Yaz?c?,21,83,RM,76
Y. Sankhar‚,28,76,LCM,76
A. N'Diaye,28,77,RDM,76
S. Bell,26,77,RCB,76
K. Linetty,23,83,CM,76
F. Uduokhai,20,84,CB,76
M. Samatta,25,79,ST,76
Barrag n,31,76,RWB,76
R. Hamouma,31,76,RM,76
L. Skorupski,27,79,GK,76
To¤o Garc¡a,28,76,LM,76
A. Szalai,30,76,ST,76
Ra£l Navas,30,76,CB,76
B. Kon‚,30,76,LCB,76
J. Brekalo,20,84,LW,76
Diego Tardelli,33,76,LS,76
A. Hegazi,27,78,LCB,76
M. Sels,26,79,GK,76
D. Gray,22,83,LM,76
M. Pjaca,23,83,LW,76
M. Arambarri,22,81,RCM,76
A. ?ori?,21,88,CAM,76
T. Gebre Selassie,31,76,RB,76
C. Nkunku,20,84,CM,76
M. Topal,32,76,RDM,76
L‚o Matos,32,76,RB,76
F. Kainz,25,77,LW,76
B. Henrichs,21,84,LB,76
Victildinho,34,76,RB,76
D. Praet,24,81,RCM,76
A. Umar,23,81,RM,76
J. Orozco,32,76,GK,76
N. El Zhar,31,76,RM,76
O. Colley,25,81,LCB,76
J. Aholou,24,83,LDM,76
G. Clichy,32,76,LB,76
Rub‚n Sobrino,26,78,RS,76
J. Iturbe,25,79,RW,76
H. Soudani,30,76,ST,76
M. Bradley,30,76,CDM,76
Z. Labyad,25,79,CAM,76
D. Mbokani,32,76,ST,76
T. Mangani,31,76,CM,76
A. Lunin,19,88,GK,76
E. Ins£a,29,76,LWB,76
N. Domingo,33,76,LDM,76
D. Yedlin,24,81,RB,76
D. Gonz lez,30,76,LCM,76
T. Kraft,29,76,GK,76
M. Simon,22,82,LM,76
Davi Parrela,30,76,RCB,76
N. Dom¡nguez,28,77,CDM,76
C. Dawson,28,76,RCB,76
A. Rusn k,23,80,CAM,76
Paulo Oliveira,27,78,RCB,76
A. Gomis,24,82,GK,76
H. Tekin,29,77,GK,76
Toz‚,25,80,RM,76
R. Ruid¡az,27,76,ST,76
J. Hogg,29,76,CM,76
L. Holtby,27,76,LCM,76
A. Djiku,23,82,LCB,76
O. Alonso,32,76,RDM,76
S. Berge,20,87,RCM,76
C. Zambrano,28,77,CB,76
M. Antonio,28,76,RM,76
J. Clasie,27,77,RCM,76
Diego Rico,25,80,LB,76
Mossor¢,34,76,CAM,76
G. Donsah,22,82,CM,76
Felipe,33,75,LCB,75
S. Fofana,23,82,RCM,75
Pablo Santos,26,78,LCB,75
J. Svensson,25,78,RB,75
E. Roco,25,78,CB,75
F. Midtsj?,24,78,CM,75
Francis,22,80,RM,75
Ivi,24,81,LM,75
Unai N£¤ez,21,83,CB,75
L. Lerager,24,78,CM,75
P. De Blasis,30,75,LM,75
M. Zajc,24,82,CAM,75
J. Stanislas,28,75,RM,75
Lucas Evangelista,23,80,CM,75
M. Stoch,28,75,RM,75
S. van Beek,23,78,CB,75
Fabrio Farinha,26,75,LAM,75
M. Koz ?ik,34,75,GK,75
Fran Sol,26,76,ST,75
R. Otero,25,76,LM,75
G. Marip n,24,79,LCB,75
M. Braithwaite,27,76,ST,75
E. Dilaver,27,77,LCB,75
R. ?lvarez,30,75,CAM,75
A. Masuaku,24,79,LB,75
Rolando,32,75,CB,75
Fran Rico,30,75,CDM,75
D. Tarasov,31,75,CDM,75
Alcal ,29,75,CB,75
Alan Patrick,27,75,LDM,75
L. Refaelov,32,75,CM,75
Y. Gazinskiy,28,75,CDM,75
Palhinha,22,82,CDM,75
Balenziaga,30,75,LB,75
R. Petrovi?,29,75,CDM,75
K. Ansarifard,28,75,ST,75
M. Ninkovi?,33,75,LM,75
A. Talavera,35,75,GK,75
A. Barrada,29,75,CAM,75
J. Korb,26,76,RB,75
F. Guti‚rrez,27,75,LCM,75
T. Bongonda,22,81,LM,75
Sim?o Donatinho,34,75,GK,75
Lu¡s Hern ndez,29,75,RCB,75
L. Balogun,30,75,CB,75
M. Rog,22,81,CM,75
B. Do?kal,29,75,CAM,75
J. Durmaz,29,75,CAM,75
T. K d r,28,75,LCB,75
E. Andrada,27,78,GK,75
Z. Steffen,23,84,GK,75
M. Lestienne,26,76,LM,75
M. Alustiza,34,75,CAM,75
Borja Mayoral,21,83,ST,75
D. Bonera,37,75,CB,75
Sa£l Berj¢n,32,75,LM,75
C. Beauvue,30,75,RW,75
Danilo,22,82,CM,75
J. Hern ndez,29,75,CDM,75
J. Hendrick,26,77,CM,75
M. Lopez,20,81,CM,75
F. Hanin,28,75,LB,75
D. Mach¡s,25,78,LM,75
A. Potuk,27,76,CAM,75
Idris,33,75,CDM,75
N. Cardozo,31,75,LM,75
